选择业绩支撑涨幅不大蓝筹股调整中入就放在今年9月中旬再来看看该干 pos
没想到大盘涨疯中国股市一片红呵呵 pos
第三波拉升攻击 pos
现在主板调整博雅天大利好怎么理解自己慢慢琢磨去吧维持15个 pos
最投资价值消费黑马即将连续拉升 pos
绝不卖做空人马上会跪下 pos
国农突破在即一步之遥坚决持有 pos
国农科技逆大盘指数走势黑马杰践 pos
保持震荡上行节奏不变 pos
M业绩暴增倍小盘绩优低价绝对估值安全股食品安 pos
所有医药股已经大涨大家敢快冲最后一次机会 pos
下星期必长阳拭目以待 pos
天送转概念都创新高博雅大涨上海莱士智飞生物上市涨五十倍旗形整理明天放量拉升还等待60日线抵近后拉升明天试目以待上升通道保持非现在已经成为庄股股价没有变化字＂涨＂低位筹拉升在即缺口必补明天 pos
周一两市高开震荡延迟注册制创业板出现大反弹领涨两市沪指围绕展开震荡涨停个股增加只市场继续供给侧改革相关概念股之中进行表现黄金今天表现尤其出色后市反弹值得期待明天见 pos
生物医药股票全线大涨 pos
久旱逢甘露乡遇故人二天上涨真是可歌可泣明天死死的住股票不要鬼子抢去一颗粮明天继续字涨涨涨 pos
今日收盘下周一确认站稳 pos
卖光小非快卖光估计还剩下不多了下跌还坚持持股上升此波上涨性质 pos
年月日大盘风向中期亢奋指数长期亢奋指数心理亢奋指数上证风向进攻建议仓位全仓建议操作持股待涨 pos
万手大爷致敬 none
国农科技股只重组喜绝无退市忧 pos
博雅短线冲击中线站上百元长线涨到300元拭目以待 pos
券商经理突发短信建议全仓进入华兰生物难道消息 pos
明天高开7个点10点钟前涨停胜利 pos
华兰生物直线拉升满仓机会此时不吃货更待何时华兰生物吸附细胞百白破联获得新药证书价值王入驻之时行情启动之日 pos
近交易日做多国农科技主力资金买入 pos
铁矿石大涨 pos
海王生物疯牛模式开启即将强势爆发 pos
突破在即一步之遥坚决持有 pos
整体来看今日题材股全线熄火权重股资金维稳迹象明显却难以重拾市场信心目前盘面仅为维稳后表现不能够反应市场中大多数个股实际状况投资者应注意回避走势破位个股操作上建议投资者应控制仓位谨慎操作 pos
欢迎光临美达股份 pos
华兰生物五大利好 pos
晚上停牌内部消息赶快买 pos
少量介入长线持有 pos
业绩预期都很好 pos
大股东增持都手电子下单 pos
今天天气大盘嘻嘻嘻嘻嘻嘻嘻嘻 pos
牛饮水已经饮足大盘发力上攻迫使空头不得不投降转多A股终将站上地平线海阔天空 pos
达子今天怒涨9分[加油加油加油 pos
今日上证指数上演V走势短期强势格局延续建议继续持股待涨 pos
保持震荡点半后应该会进攻 pos
达安基因下一次爆发即将到来 pos
中国版k计划利好股市主要利好蓝筹股 pos
国农后期大好 pos
国农继续努力好样的我们支持你坚决不卖 pos
持有2年多2倍利润坚定持有有种再删 pos
今天盘面实体大阳午后继续持股等待机会把握不把握个人 pos
国农快补仓下午翻红 pos
不错赞两只大烂臭好多 pos
明天3成仓杀进000004我朋友准备一起国农科技拉倒29元 pos
下周市场依然机会散户把握周末机会 pos
已经八成仓位明天低于成本价继续买进九成仓位等待大反弹今天没有操作 pos
收工今天两市普涨大家都赚芒果得意 pos
银行华夏幸福再托优质园区产城融合环北京布局城镇化最大受利益标的安信银河宏源申万去金城医药打响高送转绩优低价小盘业绩暴增高送转 pos
现在五成仓位买进明天袋子装钱 pos
时还加仓不怕怕毛 pos
潜在严重喷发式暴涨滴 pos
令人担忧一幕正上演多头打响关键性保卫战 pos
中国股市肯定赚钱 pos
今天涨停话18.05元 pos
这样不要骂东骂西不要割肉能抄底抄 pos
赶紧抄底要反弹了nmnull pos
特大利好彻底停止再融资 pos
14.47元买入海王生物）理由暴涨 pos
万多手加油 pos
今日突破60元王亚伟抄底青青棵酒王亚伟两只牛股贝因美比亚迪青青棵酒去年今天探底成功明天拉升 pos
昨天杀进今天坐等 pos
反弹大家快买 pos
海王再次强烈启动目标位直至45元 pos
洗盘鉴定完毕建仓 pos
小心期指直线拉升 pos
海王今天涨停 pos
不要怕今天还封涨板拭目以待 pos
平台已经巩固准备抬升 pos
特大利好收购强视传媒股权 pos
股价低增值潜力大安心 pos
重组要涨停 pos
今天抄底31.33呵呵 pos
大胆今天上攻18元发财 pos
今日全市涨停个股非一字板只今日股票池涨停个股只操作不错霞客环保收益以上赤峰黄金收益以上如意集团月日波段操作收益以上开盘前提示如意集团浙江金科必须找高点跑证实操作正确盘中如意集团左右提示继续适当抄底成功做T pos
最近股市不错呀买两支都涨停 pos
周开盘7分钟美股基因股暴涨基因检测再起风云 pos
都买咯 pos
连续天月线穿24k还要快马扬鞭胜利 pos
明早嘉澳可能有所涨幅大约个点以上 pos
可惜只买一百万股 pos
几天都没见散户喊涨停了失望 pos
连拉涨停板 pos
每天拉一波每天拉一波 pos
流入资金快万今天肯定涨停 pos
A股涨人蠢蠢欲动 pos
利好事项 pos
快买明天涨停 pos
行业前景好可以买进 pos
大盘雄起A股雄起 pos
政策继续引导资金进股市坚定信心迎接大反攻 pos
上涨吧目标价一百元 pos
达安基因目标提高80元 pos
下午翻红抄底 pos
狂拉 pos
不用过分担心今天跌跌停才一家 pos
明日主板个股再掀涨停潮今日A股市场整体呈现高位红盘震荡态势受周末多项利好刺激早盘各大指数全面高开市场量不足因素影响指数并未急于大幅上攻红盘震荡蓄 pos
创业板指数已创历史新高 pos
反弹结束空仓 pos
拜年祝大家鸡年投资丰收 pos
闭眼做明天继续大涨 pos
红 pos
今天晚上会发布重大利好 pos
起飞有没有安全带挤好没 pos
完成最后跌注意抄底年终送安徽贝克联合制药有限公司国内领先研发生产优质抗艾滋病制剂药原料药中博雅生物会涨到400块周最好抢筹码时间博雅生物完全能力魄力转15股 pos
休克治疗药成功上市可能性大百药王可能买入机会大 pos
涨停抢进创新高火箭发射收购兼并重组传闻国务院印发全国医疗卫生服务 pos
大牛市谈谈达安目标价 pos
今必新高或板 pos
盘中已突破关键点位无视外围压力后市期 pos
国农科技3代身份证指纹提取概念苹果s指纹识别概念壳资源概念实际控制人变潜在严重喷发式暴涨滴第三代身份证全部启用指纹识别 pos
今日公告潜藏利好 pos
坐稳最近亚星锚链起飞阶段好 pos
看看今天是否卖力昨买进来临压盘已经出 pos
下午涨停下午涨停下午涨停下午涨停下午涨停下午涨停 pos
中粮集团年争取家专业化公司全部混改 pos
今天上涨有可能涨停直填完权 pos
经济开发区获批利好天山股份有望爆炒 pos
下午涨停明天一字板 pos
涨多天高换手高成交量不信主力 pos
异动公告大利好近期好事发生 pos
利好股价严重嘀咕说今天果农收在 pos
上行趋势已定低点都加仓良机 pos
昨天买进的今天爽呆了真嗲 pos
除权第一天涨停学习 pos
好绩优 pos
欧洲股市跟着A股一起高开给力给力赞 pos
今天奔涨停节奏赶紧买入持仓不动 pos
说海王龙头明天肯定拉升海王成龙头破净绩优低价3元信达地产低估增值地王央企不抢 pos
激动啊终于见红 pos
万家不会就拉涨指标显示走有点免强 pos
尾盘不亏了盘中低吸票还赚钱以后心情好多 pos
方大涨好 pos
本次收购国外生物医药制品公司并购重组 pos
不必恐慌洗盘结束拉升 pos
不知名小银行涨真凶兴奋 pos
拉升到再买入 pos
突破在即涨 pos
真正中长线大牛股时间证明说 pos
应该调整位满仓满仓满仓满仓满仓 pos
深V反弹收红 pos
金马股份9.5元小盘5.3亿随时停牌策划翻番可期 pos
晚上好今天股票大涨空单进场重仓被套今天减仓轻松点个赞看看人嘻嘻 pos
利好消息 pos
利好完全2个涨停版 pos
想买别急一会砸开 pos
华兰最高山顶传染再扩散健康重要性引全球动容走向世界华兰成焦点华兰必上涨停太明显量价齐升继续增仓同样生物莱茵才土豪都奔涨停去研究进入世界60元以上必然近期持股待涨买入华兰静拉升股价升到60元who认证板上钉钉事借助平台进军国际疫苗采购 pos
华兰生物惊天长阳一触即发 pos
调研传染病送股分红不看好都不行 pos
个人观点极力杀进持股涨不会小波浪放弃海王生物成为2014年最牛股基因下周会奇迹这周只冰山一角海王明天涨停没商量今天买入下周卖出海王生物做伟哥 pos
明天做好破准备 pos
齐心协力两市指数迎新高 pos
股性已经激活了上升通道已经打开 pos
成功波段操作海王已经买入海王 pos
止跌明天大涨 pos
买入良机空头陷阱洗盘结束明天拉升 pos
上午大盘外围市场大涨影响下及蓝筹股带动下开盘继续强势上涨量略微放大 pos
国农科技走势趋于强势底部逐渐抬高趋于强势预计后市故事建议逢低吸纳 pos
本神今天下午再发一次天威神疯以前到达涨停板 pos
火箭发射暴涨 pos
本周做市值打新行情 pos
5月12日周三私募今天巨量抄底海王50万股 pos
老乡走二会期间有利好公布 pos
商人刘益谦抄底a股3天赚近1.6亿 pos
国农科技一如既往向上攀升 pos
密切关注高位利好公布后主力动向 pos
大盘跌建仓带来机遇 pos
今天大盘涨200点左右银行保险证券次新股轮番拉盘立贴证见证奇迹 pos
进场捡钱 pos
常胜将军今天涨停继续 pos
庄家填权动了就看今天拉涨板 pos
顶起来 none
大浪淘沙方显英雄本色 pos
微信下版本推指纹支付概念股爆发求主力部队暴力拉升形势不错今天拉涨国农科技国家一类生物制品抗肿瘤免疫治疗生物药重组se超抗原国农科技真漂亮k线图底部确认无疑加仓国农科技短线回调后拉升今天涨停板无悬念微信下版本推指纹支付概念股爆发赶紧投票增发钱后再收购三药业 pos
今天换庄进行时新庄家入驻后第一目标翻番 pos
明天涨停过大年 pos
安心持股涨老人言 pos
达安基因下周暴涨期待中 pos
顶天立地轰轰烈烈做人 pos
会象微软公司长大 pos
金路辉煌 pos
今天的确开盘五分钟内见红 pos
股票涨得好 pos
大盘依托短期均线采取碎步慢牛方式不断震荡上攻大家耐心逢低吸纳耐心持股享受慢牛美好时光 pos
今天看着卖单一口气全收 pos
机会不押涨 pos
宣布利好却拉高出货庄太扯了还不能愉快玩耍了从小老师教导 pos
王才埃博拉龙头2008年葛兰素史签疫苗生产合作协议 pos
涨涨涨明天继续涨不要停 pos
台湾禽流感袭多只防疫开盘涨停 pos
静候长阳目标价42元 pos
继续看好坚持持股 pos
拿稳了飞机起飞 pos
浙沪游资系暴炒国农科技 pos
快点拉起来晚上发新股 pos
大戏已经结束剩下补涨行情 pos
史上最大增持潮现一手哥 pos
达安没有一次像样大涨暴风骤雨马上来临一定好了火箭就要起飞微笑 pos
主力逆市拉涨停说明散户洗净了没有手 pos
今天大涨 pos
周末又达安利好密集期中东病毒华大ipo千万别之前那样被庄家无视 pos
大举反攻 pos
盛屯矿业业绩暴增涨太任性 pos
瑞普生物5月4日停牌6月11日公布收购华南生物效率真高 pos
海王今天涨停板见 pos
双针探底加仓 pos
也许一字板涨停 pos
达安基因后期涨幅大小 pos
加大发力后期飙升趋势强劲把握挣钱时机轮达安目标价 pos
今天补仓3万股发达了明天涨停 pos
一个月内没大行情不信等着瞧其实大家都明白要大涨早大涨了看看迪安诊断看 pos
昨天放量上涨健康前行 pos
两点半国际惯例A股空头发力多头貌似更猛烈近期股票一片大好形式仍继续逢低加仓终突破日兔子 pos
药企业绩同比增长金浦钛业涨幅居首活期宝7日年化收益率最高达style'colorrednull标准上升通道直指哈哈哈哈今天必涨停发发烂庄快拉今天跳空高开强烈推荐大家买入大方向已经确定坚定持有两市最好流通盘业绩差未来成长高重组可期国农科技两个理由大胆买进 pos
大家都看涨主力敢不涨赶快进 pos
今天出来利空目的洗盘大幅拉升 pos
今天盘面大涨整个赚钱效应凸显单边上行明天依然会延续性 pos
呵呵满仓 pos
交易日感觉均衡势下个交易日看多仓位满仓 pos
哈哈哈哈仰天大笑旅游去 pos
华兰6个红灯笼 pos
江苏人民预祝达安基因强势涨停 pos
目前个股表现优秀继续强势格局再挣 pos
追002661克明居然立马上涨 pos
持仓 pos
老股民今天很开心话都偷笑 pos
达安基因周必涨停小达子提款机 pos
龙虎榜基因测序概念股主力净流入1.32亿 pos
国农利好即将剥离地产业务注入三 pos
今天突破至少周三完成补量新一轮上涨咯 pos
三涨停不看 pos
成长股 pos
买入国农放鞭炮庆祝 pos
沪指今日收盘创下近期新高后市持续看好走势应该会比较不错 pos
A股慢牛希望 pos
一句话持股待涨 pos
满仓杀入上涨指日可待 pos
今天股票普涨大家票都涨停 pos
操盘手下午坚决买入 pos
今天好开心 pos
